Cycle,MSE,Duration
0,218.18933868408203,28.678942680358887
1,213.2834815979004,28.10272526741028
2,212.22807693481445,28.55954074859619
3,1459.452953338623,38.798630714416504
4,215.47731399536133,29.10914421081543
5,212.89896774291992,28.225137948989868
6,211.99001693725586,28.24057412147522
7,708.0679397583008,37.78285217285156
8,211.12409210205078,28.27198362350464
9,210.80568313598633,23.79452133178711
